timestamp,temperature,humidity,wind_speed,pressure,solar_irradiance
1717180200000,36.5,41.68,4.13,99.8,7.2367
1717266600000,35.88,39.13,3.04,99.9,7.5012
1717353000000,36.86,36.96,3.08,99.87,7.435
1717439400000,36.61,36.13,3.49,99.92,7.3188
1717525800000,35.6,38.08,3.91,99.99,7.5845
1717612200000,36.01,39.04,3.16,100.06,7.4702
1717698600000,37.55,38.57,3.48,99.83,7.2062
1717785000000,36.71,38.37,3.35,99.74,7.349
1717871400000,36.51,36.41,3.5,99.72,7.195
1717957800000,35.64,39.15,3.46,99.82,5.4814
1718044200000,32.47,53.88,3.42,99.94,6.7927
1718130600000,34.87,44.94,3.38,99.9,7.2413
1718217000000,35.23,41.67,3.84,99.86,7.7465
1718303400000,35.45,43.12,4.2,99.78,7.7023
1718389800000,35.96,42.53,4.04,99.74,7.2077
1718476200000,35.02,49.65,3.9,99.79,6.7855
1718562600000,35.59,48.43,3.93,99.81,7.0721
1718649000000,35.57,45.34,4.46,99.68,6.1939
1718735400000,35.56,48.07,5.44,99.41,5.1974
1718821800000,35.16,50.44,5.17,99.33,6.198
1718908200000,35.9,48.04,4.36,99.42,5.4096
1718994600000,36.02,45.57,2.88,99.39,5.8822
1719081000000,36.09,44.27,1.92,99.35,3.8213
1719167400000,34.3,56.74,1.8,99.24,3.815
1719253800000,32.52,67.3,1.89,99.19,5.1094
1719340200000,31.79,68.34,2.51,99.16,5.6681
1719426600000,33.38,63.39,2.23,99.22,4.3102
1719513000000,31.67,70.51,3.73,99.3,4.8787
1719599400000,31.35,71.72,4.6,99.42,5.0333
1719685800000,30.01,81.08,3.89,99.48,3.3902
1719772200000,29.7,82.06,4.01,99.23,4.2322
1719858600000,29.91,79.05,4.29,99.15,1.8485
1719945000000,31.56,70.55,4.25,99.33,4.3601
1720031400000,31.35,71.18,3.27,99.48,3.3185
1720117800000,29.69,78.78,3.07,99.37,2.9201
1720204200000,31.45,71.79,3.69,99.18,3.6396
1720290600000,31.67,68.67,3.62,99.32,3.5873
1720377000000,31.77,66.92,2.07,99.49,5.1504
1720463400000,31.59,70.99,1.92,99.57,4.9646
1720549800000,30.75,74.63,3.2,99.78,5.215
1720636200000,30.98,73.17,3.33,99.69,4.9186
1720722600000,30.74,73.06,4.24,99.46,4.5108
1720809000000,31.74,67.06,4.07,99.36,5.1185
1720895400000,32.08,66.22,3.09,99.31,6.0269
1720981800000,31.31,72.64,2.39,99.37,3.1454
1721068200000,31.06,74.81,2.66,99.31,4.7134
1721154600000,29.8,78.95,2.89,99.41,4.1935
1721241000000,31.19,75.46,2.33,99.32,5.4415
1721327400000,30.45,80.0,2.83,99.11,4.5912
1721413800000,31.15,76.67,3.02,99.23,5.1173
1721500200000,31.55,72.66,2.79,99.3,4.891
1721586600000,30.73,77.65,3.71,99.38,4.752
1721673000000,29.46,80.53,4.06,99.42,3.9842
1721759400000,28.91,84.65,4.34,99.21,3.4015
1721845800000,28.84,82.62,3.99,99.17,3.1603
1721932200000,28.48,85.44,3.46,99.28,3.0346
1722018600000,28.9,82.66,3.19,99.42,1.9349
1722105000000,28.45,85.04,2.72,99.27,3.3026
1722191400000,29.2,84.46,3.56,99.05,1.0829
1722277800000,28.85,81.77,4.02,99.38,3.4342
1722364200000,29.65,80.46,3.15,99.67,3.8498
1722450600000,27.81,87.11,3.55,99.59,2.9904
1722537000000,27.79,87.98,3.9,99.43,1.9267
1722623400000,28.05,87.88,3.78,99.44,2.7766
1722709800000,27.7,87.38,3.53,99.59,2.6304
1722796200000,28.3,83.65,3.3,99.74,3.1097
1722882600000,28.39,80.97,3.94,99.73,2.8814
1722969000000,28.0,82.31,3.56,99.82,2.7871
1723055400000,28.4,81.65,3.21,99.91,4.0238
1723141800000,28.22,83.51,3.02,100.03,3.0662
1723228200000,28.11,83.7,3.42,99.99,3.257
1723314600000,27.8,85.2,3.56,99.79,2.6287
1723401000000,28.22,85.21,3.0,99.84,2.5937
1723487400000,28.98,82.15,2.42,99.94,4.5487
1723573800000,28.86,83.17,2.18,99.98,4.7249
1723660200000,29.08,81.82,2.33,99.87,3.6158
1723746600000,28.73,82.74,2.85,99.74,3.9586
1723833000000,28.53,81.84,2.75,99.92,5.4115
1723919400000,29.09,78.35,1.79,100.06,5.2786
1724005800000,29.66,72.8,1.24,99.96,5.9311
1724092200000,29.73,76.96,2.03,99.94,5.4089
1724178600000,29.68,78.81,1.29,100.0,4.8214
1724265000000,30.08,77.05,0.9,99.93,4.1532
1724351400000,28.57,85.62,1.34,99.96,2.8042
1724437800000,27.82,88.4,2.81,99.9,2.8586
1724524200000,27.39,89.94,3.8,99.6,2.8541
1724610600000,26.68,93.49,5.99,99.16,2.754
1724697000000,26.43,93.7,6.51,99.15,1.4304
1724783400000,27.54,87.87,5.85,99.4,2.7936
1724869800000,27.61,88.29,5.65,99.43,3.6528
1724956200000,27.7,87.45,3.76,99.86,5.4125
1725042600000,28.1,82.74,1.09,100.1,6.2486
1725129000000,28.41,84.84,1.34,100.04,5.3546
1725215400000,27.4,91.5,2.76,99.88,2.7521
1725301800000,26.93,92.89,3.01,99.86,2.3906
1725388200000,27.39,87.71,2.75,99.94,3.3262
1725474600000,27.04,90.04,2.6,99.77,1.6589
1725561000000,27.77,88.23,2.78,99.9,4.6322
1725647400000,27.6,86.95,2.31,100.01,5.3069
1725733800000,27.57,87.66,2.19,100.04,3.3737
1725820200000,27.85,87.28,2.35,99.8,5.2675
1725906600000,27.64,87.97,2.86,99.69,3.2921
1725993000000,27.19,87.71,2.61,99.79,3.3072
1726079400000,27.27,86.33,2.83,99.91,4.17
1726165800000,26.59,86.43,2.74,100.01,4.1904
1726252200000,26.3,86.18,2.36,100.01,5.1749
1726338600000,26.39,84.92,2.12,100.12,5.5956
1726425000000,26.43,84.39,1.85,100.25,6.1445
1726511400000,26.53,83.28,1.62,100.25,6.1759
1726597800000,26.54,84.96,1.95,100.04,5.5325
1726684200000,26.98,83.66,2.02,100.07,5.9261
1726770600000,27.42,84.91,2.07,100.06,5.2488
1726857000000,27.69,86.54,2.0,100.18,5.1442
1726943400000,27.92,86.24,1.71,100.16,5.5579
1727029800000,28.08,87.37,2.07,100.08,5.7634
1727116200000,28.68,85.67,2.31,99.91,5.3796
1727202600000,28.51,86.17,2.0,99.8,4.746
1727289000000,28.1,89.78,1.95,99.74,3.8014
1727375400000,27.05,89.67,1.34,99.78,3.4946
1727461800000,27.38,90.6,0.96,100.01,3.4066
1727548200000,27.08,91.46,1.52,100.33,3.3977
1727634600000,27.46,89.51,1.59,100.43,4.8554
1727721000000,28.18,84.86,1.44,100.28,5.8778
1727807400000,28.13,85.87,1.54,100.29,5.9268
1727893800000,27.16,86.17,1.8,100.25,6.2242
1727980200000,26.21,86.14,1.82,100.28,5.5207
1728066600000,26.77,84.05,1.36,100.4,5.7178
1728153000000,27.5,80.45,1.18,100.53,5.8015
1728239400000,27.21,78.94,1.86,100.62,5.9383
1728325800000,27.78,77.25,1.17,100.65,5.676
1728412200000,27.67,79.12,1.1,100.46,5.6304
1728498600000,26.82,85.16,1.22,100.38,2.5582
1728585000000,25.49,87.18,2.23,100.38,2.2027
1728671400000,25.51,89.41,1.98,100.41,2.7838
1728757800000,25.89,93.01,2.02,100.41,4.3714
1728844200000,26.8,88.64,1.31,100.5,4.4314
1728930600000,27.38,86.93,1.31,100.51,4.7126
1729017000000,26.52,83.45,1.17,100.46,5.4802
1729103400000,26.49,75.89,1.03,100.42,5.3914
1729189800000,27.13,85.36,1.33,100.38,5.148
1729276200000,26.42,87.4,1.06,100.54,4.8259
1729362600000,26.93,83.33,1.11,100.59,4.9985
1729449000000,26.43,84.75,1.34,100.63,4.5984
1729535400000,26.75,82.21,0.97,100.63,4.758
1729621800000,26.99,78.83,1.28,100.65,4.8578
1729708200000,26.89,72.04,1.09,100.63,5.1737
1729794600000,25.98,68.44,1.09,100.58,5.3342
1729881000000,26.13,66.9,0.84,100.58,5.3923
1729967400000,25.42,75.63,1.26,100.4,5.3196
1730053800000,25.69,79.25,0.94,100.25,5.0575
1730140200000,26.85,74.1,0.78,100.37,5.0254
1730226600000,26.95,70.13,0.77,100.54,5.1986
1730313000000,26.78,62.68,1.1,100.68,5.2099
1730399400000,26.03,59.2,1.05,100.79,5.4012
1730485800000,25.51,55.49,0.67,100.81,5.471
1730572200000,25.79,59.8,0.67,100.83,5.3412
1730658600000,25.72,64.55,1.12,100.71,5.3232
1730745000000,25.96,63.07,0.88,100.79,5.0539
1730831400000,25.31,65.58,1.07,100.89,4.8605
1730917800000,25.45,64.37,0.79,100.83,4.884
1731004200000,25.59,64.39,0.74,100.81,5.0892
1731090600000,25.28,61.08,1.17,100.81,5.0225
1731177000000,24.98,59.2,0.85,100.86,5.0671
1731263400000,25.2,57.5,0.69,100.84,4.7506
1731349800000,24.33,62.07,0.98,100.8,4.6637
1731436200000,23.11,72.71,1.31,100.69,4.5108
1731522600000,21.54,75.75,1.87,100.79,4.357
1731609000000,21.97,69.55,1.25,100.85,4.4158
1731695400000,22.38,65.67,1.24,100.76,4.4326
1731781800000,21.74,69.04,1.54,100.78,4.5379
1731868200000,22.07,67.84,1.42,100.88,4.5578
1731954600000,22.44,64.43,1.1,100.98,4.5149
1732041000000,21.41,65.16,1.23,100.93,4.6488
1732127400000,20.54,60.39,1.31,100.91,4.5062
1732213800000,19.0,62.18,1.62,100.86,4.2787
1732300200000,18.41,67.49,1.61,100.9,4.1803
1732386600000,19.14,71.45,1.58,100.94,4.1155
1732473000000,19.63,66.0,1.75,100.96,4.4772
1732559400000,19.92,61.85,1.59,100.96,4.5266
1732645800000,20.67,62.06,1.24,100.88,4.5319
1732732200000,20.44,64.2,1.58,100.9,4.5101
1732818600000,18.97,68.91,1.98,100.97,4.4383
1732905000000,17.23,66.58,2.15,100.85,4.4006
1732991400000,17.75,64.93,2.06,100.64,4.3826
1733077800000,18.83,65.14,2.07,100.61,4.2646
1733164200000,20.13,65.08,2.0,100.76,4.1674
1733250600000,21.51,64.99,2.37,100.82,4.121
1733337000000,21.5,62.55,1.81,100.82,4.4318
1733423400000,20.5,54.28,1.58,100.75,4.3452
1733509800000,19.86,53.12,1.24,100.65,4.5977
1733596200000,17.36,44.22,1.59,100.75,4.891
1733682600000,14.61,46.87,2.2,100.98,4.8588
1733769000000,14.66,57.79,2.47,101.04,4.6368
1733855400000,15.43,57.95,2.3,101.0,4.6464
1733941800000,16.0,55.57,1.63,100.96,4.6027
1734028200000,15.4,54.7,2.78,101.13,4.4666
1734114600000,15.02,53.16,2.54,101.15,4.7309
1734201000000,15.81,53.81,2.14,101.15,4.873
1734287400000,16.84,51.46,1.8,100.99,4.8118
1734373800000,17.45,51.12,1.48,100.84,4.6788
1734460200000,18.21,53.54,1.62,100.74,4.3807
1734546600000,18.56,59.07,1.39,100.65,4.1227
1734633000000,17.39,51.36,1.57,100.69,3.9137
1734719400000,18.3,58.7,1.67,100.69,3.8834
1734805800000,18.84,74.27,1.79,100.67,2.8361
1734892200000,18.64,67.63,1.41,100.76,2.5987
1734978600000,16.43,53.57,1.81,100.9,3.3713
1735065000000,17.51,61.59,1.49,100.98,2.6215
1735151400000,20.4,69.29,1.71,101.07,2.0534
1735237800000,20.63,65.17,1.9,101.13,1.9452
1735324200000,17.82,58.39,1.98,101.17,2.9218
1735410600000,17.56,60.08,2.25,101.23,3.7903
1735497000000,18.24,56.93,1.86,101.21,4.2526
1735583400000,18.99,54.13,1.46,101.2,4.2893
